z psi1 psi2 psi3 psi4 psi5
-1.564064064064063952e+00 1.111658683081900926e+04 -1.847408541979263100e+04 1.958454781461911261e+04 1.407246908834868009e+04 3.801765002158699644e+03
-1.559059059059058949e+00 1.116863622583363394e+04 -1.852148716554790735e+04 1.954643738057355222e+04 1.389331009235378951e+04 3.493505919947277107e+03
-1.554054054054053946e+00 1.122057561104703927e+04 -1.856815917490138963e+04 1.950659418616809126e+04 1.371196156283781056e+04 3.184386588747370752e+03
-1.549049049049048943e+00 1.127240447486222547e+04 -1.861409960900168880e+04 1.946502176343817337e+04 1.352845207964834663e+04 2.874483126819014615e+03
-1.544044044044043940e+00 1.132412230677067964e+04 -1.865930665782085634e+04 1.942172379771236228e+04 1.334281056319104755e+04 2.563871845508371280e+03
-1.539039039039038936e+00 1.137572859735769453e+04 -1.870377854022617248e+04 1.937670412728606607e+04 1.315506626987217533e+04 2.252629230456723690e+03
-1.534034034034033933e+00 1.142722283830713968e+04 -1.874751350404991535e+04 1.932996674308092042e+04 1.296524878748762785e+04 1.940831922766420121e+03
-1.529029029029028930e+00 1.147860452240657287e+04 -1.879050982615856992e+04 1.928151578829115533e+04 1.277338803056013057e+04 1.628556700128606280e+03
-1.524024024024023927e+00 1.152987314355227863e+04 -1.883276581252079268e+04 1.923135555801638475e+04 1.257951423562487071e+04 1.315880457917323156e+03
-1.519019019019018923e+00 1.158102819675419050e+04 -1.887427979827404488e+04 1.917949049888072841e+04 1.238365795646425249e+04 1.002880190254594595e+03
-1.514014014014013920e+00 1.163206917814082044e+04 -1.891505014779011253e+04 1.912592520863857135e+04 1.218585005929270301e+04 6.896329710512167139e+02
-1.509009009009008917e+00 1.168299558496421196e+04 -1.895507525473953865e+04 1.907066443576695383e+04 1.198612171789224885e+04 3.762159350279008549e+02
-1.504004004004003914e+00 1.173380691560502055e+04 -1.899435354215512416e+04 1.901371307904485730e+04 1.178450440869979320e+04 6.270625872144957214e+01
-1.498998998998998911e+00 1.178450266957745225e+04 -1.903288346249405004e+04 1.895507618711889518e+04 1.158102990584653162e+04 -2.508188585193719007e+02
-1.493993993993993907e+00 1.183508234753404940e+04 -1.907066349769860972e+04 1.889475895805556138e+04 1.137573027615033789e+04 -5.642822135435911832e+02
-1.488988988988988904e+00 1.188554545127071469e+04 -1.910769215925622120e+04 1.883276673888058576e+04 1.116863787406223673e+04 -8.776066184087069360e+02
-1.483983983983983901e+00 1.193589148373166609e+04 -1.914396798825808946e+04 1.876910502510498554e+04 1.095978533656753280e+04 -1.190714919387629607e+03
-1.478978978978978898e+00 1.198611994901411708e+04 -1.917948955545641729e+04 1.870377946023759432e+04 1.074920557804212331e+04 -1.503530015967181953e+03
-1.473973973973973894e+00 1.203623035237338081e+04 -1.921425546132099771e+04 1.863679583528508738e+04 1.053693178506552977e+04 -1.815974879833524710e+03
-1.468968968968968891e+00 1.208622220022769034e+04 -1.924826433609432206e+04 1.856816008823854281e+04 1.032299741119075952e+04 -2.127972573839777851e+03
-1.463963963963963888e+00 1.213609500016286438e+04 -1.928151483984520746e+04 1.849787830354676771e+04 1.010743617167199955e+04 -2.439446270951180850e+03
-1.458958958958958885e+00 1.218584826093754600e+04 -1.931400566252221688e+04 1.842595671157748802e+04 9.890282038151530287e+03 -2.750319273163214348e+03
-1.453953953953953881e+00 1.223548149248785194e+04 -1.934573552400498011e+04 1.835240168806475049e+04 9.671569233305774105e+03 -3.060515030387873594e+03
-1.448948948948948878e+00 1.228499420593204923e+04 -1.937670317415436148e+04 1.827721975354352253e+04 9.451332225451798877e+03 -3.369957159303499338e+03
-1.443943943943943875e+00 1.233438591357550104e+04 -1.940690739286195458e+04 1.820041757277181387e+04 9.229605723115348155e+03 -3.678569462163613935e+03
-1.438938938938938872e+00 1.238365612891547244e+04 -1.943634699009815449e+04 1.812200195413990514e+04 9.006424669560914481e+03 -3.986275945560033506e+03
-1.433933933933933869e+00 1.243280436664595436e+04 -1.946502080595907682e+04 1.804197984906679994e+04 8.781824237284838091e+03 -4.293000839135665046e+03
-1.428928928928929087e+00 1.248183014266239479e+04 -1.949292771071217794e+04 1.796035835138394032e+04 8.555839822472195010e+03 -4.598668614242365038e+03
-1.423923923923924084e+00 1.253073297406650818e+04 -1.952006660484084932e+04 1.787714469670640756e+04 8.328507039418553177e+03 -4.903204002539307112e+03
-1.418918918918919081e+00 1.257951237917087747e+04 -1.954643641908749851e+04 1.779234626179128827e+04 8.099861714917165955e+03 -5.206532014527166211e+03
-1.413913913913914078e+00 1.262816787750388175e+04 -1.957203611449593518e+04 1.770597056388397687e+04 7.869939882612929068e+03 -5.508577958013780517e+03
-1.408908908908909074e+00 1.267669898981435472e+04 -1.959686468245221113e+04 1.761802526005167601e+04 7.638777777323570263e+03 -5.809267456506498092e+03
-1.403903903903904071e+00 1.272510523807637219e+04 -1.962092114472447065e+04 1.752851814650472807e+04 7.406411829329222201e+03 -6.108526467526847227e+03
-1.398898898898899068e+00 1.277338614549388149e+04 -1.964420455350134580e+04 1.743745715790536269e+04 7.172878658631087092e+03 -6.406281300842888413e+03
-1.393893893893894065e+00 1.282154123650539987e+04 -1.966671399142932205e+04 1.734485036666431915e+04 6.938215069180276259e+03 -6.702458636614884199e+03
-1.388888888888889062e+00 1.286957003678874753e+04 -1.968844857164895075e+04 1.725070598222529588e+04 6.702458043077665934e+03 -6.996985543449748548e+03
-1.383883883883884058e+00 1.291747207326563694e+04 -1.970940743782965001e+04 1.715503235033707824e+04 6.465644734745610549e+03 -7.289789496359810983e+03
-1.378878878878879055e+00 1.296524687410644037e+04 -1.972958976420363979e+04 1.705783795231387921e+04 6.227812465072611303e+03 -7.580798394621598163e+03
-1.373873873873874052e+00 1.301289396873486658e+04 -1.974899475559848361e+04 1.695913140428347106e+04 5.988998715531688504e+03 -7.869940579530085415e+03
-1.368868868868869049e+00 1.306041288783235723e+04 -1.976762164746808412e+04 1.685892145642310788e+04 5.749241122273328074e+03 -8.157144852043984429e+03
-1.363863863863864045e+00 1.310780316334295276e+04 -1.978546970592317302e+04 1.675721699218414506e+04 5.508577470194285524e+03 -8.442340490318088996e+03
-1.358858858858859042e+00 1.315506432847781798e+04 -1.980253822776008019e+04 1.665402702750441676e+04 5.267045686982784900e+03 -8.725457267117943047e+03
-1.353853853853854039e+00 1.320219591771980959e+04 -1.981882654048841141e+04 1.654936071000894299e+04 5.024683837141241384e+03 -9.006425467112732804e+03
-1.348848848848849036e+00 1.324919746682809455e+04 -1.983433400235756562e+04 1.644322731819907494e+04 4.781530115987464342e+03 -9.285175904042169350e+03
-1.343843843843843811e+00 1.329606851284281220e+04 -1.984906000238218257e+04 1.633563626063003903e+04 4.537622843635233949e+03 -9.561639937753145205e+03
-1.338838838838838807e+00 1.334280859408942342e+04 -1.986300396036590610e+04 1.622659707507667918e+04 4.293000458955135400e+03 -9.835749491101692911e+03
-1.333833833833833804e+00 1.338941725018343459e+04 -1.987616532692448527e+04 1.611611942768812514e+04 4.047701513516790783e+03 -1.010743706671658947e+04
-1.328828828828828801e+00 1.343589402203474128e+04 -1.988854358350712573e+04 1.600421311213067202e+04 3.801764665513215277e+03 -1.037663576361990272e+04
-1.323823823823823798e+00 1.348223845185252321e+04 -1.990013824241750262e+04 1.589088804872006403e+04 3.555228673668547799e+03 -1.064327929370115453e+04
-1.318818818818818794e+00 1.352845008314946972e+04 -1.991094884683253986e+04 1.577615428354170217e+04 3.308132391129731786e+03 -1.090730199804001495e+04
-1.313813813813813791e+00 1.357452846074612171e+04 -1.992097497082019618e+04 1.566002198755990867e+04 3.060514759343368496e+03 -1.116863886307421126e+04
-1.308808808808808788e+00 1.362047313077569561e+04 -1.993021621935670555e+04 1.554250145571669964e+04 2.812414801918783269e+03 -1.142722553660887024e+04
-1.303803803803803785e+00 1.366628364068838346e+04 -1.993867222834195491e+04 1.542360310601892706e+04 2.563871618478002802e+03 -1.168299834366261712e+04
-1.298798798798798781e+00 1.371195953925584217e+04 -1.994634266461382140e+04 1.530333747861480333e+04 2.314924378493810309e+03 -1.193589430214707863e+04
-1.293793793793793778e+00 1.375750037657567736e+04 -1.995322722596137464e+04 1.518171523485957005e+04 2.065612315116794434e+03 -1.218585113837576500e+04
-1.288788788788788775e+00 1.380290570407579980e+04 -1.995932564113670378e+04 1.505874715637028567e+04 1.815974718992331418e+03 -1.243280730239844706e+04
-1.283783783783783772e+00 1.384817507451891834e+04 -1.996463766986564224e+04 1.493444414407014665e+04 1.566050932068544626e+03 -1.267670198315738708e+04
-1.278778778778778769e+00 1.389330804200688362e+04 -1.996916310285721920e+04 1.480881721722208931e+04 1.315880341396149561e+03 -1.291747512346156691e+04
-1.273773773773773765e+00 1.393830416198494822e+04 -1.997290176181167044e+04 1.468187751245177060e+04 1.065502372921190045e+03 -1.315506743477518830e+04
-1.268768768768768762e+00 1.398316299124650322e+04 -1.997585349942800167e+04 1.455363628276073541e+04 8.149564852716927135e+02 -1.338942041181732748e+04
-1.263763763763763759e+00 1.402788408793728195e+04 -1.997801819940954010e+04 1.442410489652868637e+04 5.642821635391179598e+02 -1.362047634696828572e+04
-1.258758758758758756e+00 1.407246701155951996e+04 -1.997939577646825637e+04 1.429329483650545626e+04 3.135189130556451005e+02 -1.384817834447945097e+04
-1.253753753753753752e+00 1.411691132297632612e+04 -1.997998617632817695e+04 1.416121769879315798e+04 6.270625316828850515e+01 -1.407247033448346883e+04
-1.248748748748748749e+00 1.416121658441627915e+04 -1.997978937572786526e+04 1.402788519181846641e+04 -1.881162889891964198e+02 -1.429329708680128533e+04
-1.243743743743743746e+00 1.420538235947769681e+04 -1.997880538242133480e+04 1.389330913529464851e+04 -4.389091847256445931e+02 -1.451060422454210493e+04
-1.238738738738738743e+00 1.424940821313266497e+04 -1.997703423517733972e+04 1.375750145917348891e+04 -6.896329100220568762e+02 -1.472433823749302792e+04
-1.233733733733733740e+00 1.429329371173150321e+04 -1.997447600377809067e+04 1.362047420258789316e+04 -9.402479517604350576e+02 -1.493444649529571143e+04
-1.228728728728728736e+00 1.433703842300693941e+04 -1.997113078901638437e+04 1.348223951278455570e+04 -1.190714813950895859e+03 -1.514087726040605776e+04
-1.223723723723723733e+00 1.438064191607851899e+04 -1.996699872269182015e+04 1.334280964404726910e+04 -1.440994023956103320e+03 -1.534357970083438522e+04
-1.218718718718718730e+00 1.442410376145683040e+04 -1.996207996760561582e+04 1.320219695661057449e+04 -1.691046138712002858e+03 -1.554250390266235991e+04
-1.213713713713713727e+00 1.446742353104759422e+04 -1.995637471755397928e+04 1.306041391556392227e+04 -1.940831750943893894e+03 -1.573760088233380338e+04
-1.208708708708708723e+00 1.451060079815597783e+04 -1.994988319732060700e+04 1.291747308974674706e+04 -2.190311495376873154e+03 -1.592882259871660244e+04
-1.203703703703703720e+00 1.455363513749073900e+04 -1.994260566266774549e+04 1.277338715063422387e+04 -2.439446054939649912e+03 -1.611612196493238844e+04
-1.198698698698698717e+00 1.459652612516866066e+04 -1.993454240032646703e+04 1.262816887121415675e+04 -2.688196166960805385e+03 -1.629945285995162521e+04
-1.193693693693693714e+00 1.463927333871841438e+04 -1.992569372798492259e+04 1.248183112485440142e+04 -2.936522629356388734e+03 -1.647877013995017114e+04
-1.188688688688688710e+00 1.468187635708470589e+04 -1.991605999427581992e+04 1.233438688416166406e+04 -3.184386306808023619e+03 -1.665402964942562903e+04
-1.183683683683683707e+00 1.472433476063259150e+04 -1.990564157876290483e+04 1.218584921983163440e+04 -3.431748136930509190e+03 -1.682518823207043533e+04
-1.178678678678678704e+00 1.476664813115165634e+04 -1.989443889192608185e+04 1.203623129949034592e+04 -3.678569136427917783e+03 -1.699220374139887645e+04
-1.173673673673673701e+00 1.480881605186013076e+04 -1.988245237514523615e+04 1.188554638652684298e+04 -3.924810407237221170e+03 -1.715503505112529092e+04
-1.168668668668668698e+00 1.485083810740876106e+04 -1.986968250068250200e+04 1.173380783891725150e+04 -4.170433142658421275e+03 -1.731364206529084186e+04
-1.163663663663663694e+00 1.489271388388504056e+04 -1.985612977166388737e+04 1.158102910804070962e+04 -4.415398633470375898e+03 -1.746798572813702413e+04
-1.158658658658658691e+00 1.493444296881718401e+04 -1.984179472205927232e+04 1.142722373748684549e+04 -4.659668274031188957e+03 -1.761802803372268681e+04
-1.153653653653653688e+00 1.497602495117848048e+04 -1.982667791666178528e+04 1.127240536185539895e+04 -4.903203568362404440e+03 -1.776373203528306112e+04
-1.148648648648648685e+00 1.501745942139104227e+04 -1.981077995106514936e+04 1.111658770554729199e+04 -5.145966136215738516e+03 -1.790506185432729399e+04
-1.143643643643643681e+00 1.505874597133014686e+04 -1.979410145164060668e+04 1.095978458154820692e+04 -5.387917719121761365e+03 -1.804198268947354154e+04
-1.138638638638638678e+00 1.509988419432799856e+04 -1.977664307551191087e+04 1.080200989020392626e+04 -5.629020186419206766e+03 -1.817446082501833007e+04
-1.133633633633633675e+00 1.514087368517773575e+04 -1.975840551052944284e+04 1.064327761798805295e+04 -5.869235541264214589e+03 -1.830246363923871832e+04
-1.128628628628628672e+00 1.518171404013747997e+04 -1.973938947524316245e+04 1.048360183626218895e+04 -6.108525926618508493e+03 -1.842595961242522390e+04
-1.123623623623623669e+00 1.522240485693434130e+04 -1.971959571887439233e+04 1.032299670002857783e+04 -6.346853631215546557e+03 -1.854491833464338924e+04
-1.118618618618618665e+00 1.526294573476842561e+04 -1.969902502128627020e+04 1.016147644667527311e+04 -6.584181095503677170e+03 -1.865931051322199710e+04
-1.113613613613613662e+00 1.530333627431667810e+04 -1.967767819295297159e+04 9.999055394713972419e+03 -6.820470917565356103e+03 -1.876910797996606925e+04
-1.108608608608608659e+00 1.534357607773697055e+04 -1.965555607492791023e+04 9.835747942510801295e+03 -7.055685859011600769e+03 -1.887428369809324067e+04
-1.103603603603603656e+00 1.538366474867176839e+04 -1.963265953881033784e+04 9.671568567009751860e+03 -7.289788850850527524e+03 -1.897481176889106064e+04
-1.098598598598598652e+00 1.542360189225207250e+04 -1.960898948671099424e+04 9.506531822449354877e+03 -7.522742999329281702e+03 -1.907066743809439868e+04
-1.093593593593593649e+00 1.546338711510157191e+04 -1.958454685121695366e+04 9.340652339072643372e+03 -7.754511591748485444e+03 -1.916182710198130735e+04
-1.088588588588588424e+00 1.550302002534046369e+04 -1.955933259535475372e+04 9.173944821830151341e+03 -7.985058102247999159e+03 -1.924826831318519180e+04
-1.083583583583583421e+00 1.554250023258891997e+04 -1.953334771255202941e+04 9.006424049076125812e+03 -8.214346197563063470e+03 -1.932996978622184179e+04
-1.078578578578578417e+00 1.558182734797129524e+04 -1.950659322659875033e+04 8.838104871258647108e+03 -8.442339742750467849e+03 -1.940691140273120254e+04
-1.073573573573573414e+00 1.562100098412011721e+04 -1.947907019160713389e+04 8.669002209603264419e+03 -8.669002806883359881e+03 -1.947907421643163616e+04
-1.068568568568568411e+00 1.566002075517947924e+04 -1.945077969196959020e+04 8.499131054790017515e+03 -8.894299668713614665e+03 -1.954644045778473810e+04
-1.063563563563563408e+00 1.569888627680912577e+04 -1.942172284231631420e+04 8.328506465624675911e+03 -9.118194822301515160e+03 -1.960899353837130548e+04
-1.058558558558558405e+00 1.573759716618805578e+04 -1.939190078747116786e+04 8.157143567703711597e+03 -9.340652982611252810e+03 -1.966671805497587775e+04
-1.053553553553553401e+00 1.577615304201829531e+04 -1.936131470240656927e+04 7.985057552073442821e+03 -9.561639091071712755e+03 -1.971959979337968616e+04
-1.048548548548548398e+00 1.581455352452892294e+04 -1.932996579219756313e+04 7.812263673883511728e+03 -9.781118321101743277e+03 -1.976762573186110239e+04
-1.043543543543543395e+00 1.585279823547952947e+04 -1.929785529197392316e+04 7.638777251034395704e+03 -9.999056083598519763e+03 -1.981078404440177837e+04
-1.038538538538538392e+00 1.589088679816393778e+04 -1.926498446687158139e+04 7.464613662819499041e+03 -1.021541803238864668e+04 -1.984906410359877918e+04
-1.033533533533533388e+00 1.592881883741407728e+04 -1.923135461198288249e+04 7.289788348561877683e+03 -1.043017006964109714e+04 -1.988245648328159223e+04
-1.028528528528528385e+00 1.596659397960366550e+04 -1.919696705230562293e+04 7.114316806245571570e+03 -1.064327835124088961e+04 -1.991095296083331777e+04
-1.023523523523523382e+00 1.600421185265184067e+04 -1.916182314269073322e+04 6.938214591141701021e+03 -1.085470929212276678e+04 -1.993454651921535333e+04
-1.018518518518518379e+00 1.604167208602673963e+04 -1.912592426778882509e+04 6.761497314429479957e+03 -1.106442957156401280e+04 -1.995323134869514251e+04
-1.013513513513513375e+00 1.607897431074928681e+04 -1.908927184199579278e+04 6.584180641812377871e+03 -1.127240613843576830e+04 -1.996700284827696669e+04
-1.008508508508508372e+00 1.611611815939684129e+04 -1.905186730939708650e+04 6.406280292129373265e+03 -1.147860621641178113e+04 -1.997585762683493158e+04
-1.003503503503503591e+00 1.615310326610686752e+04 -1.901371214371091264e+04 6.227812035961533184e+03 -1.168299730913386338e+04 -1.997979350394807261e+04
-9.984984984984985878e-01 1.618992926658024771e+04 -1.897480784822978603e+04 6.048791694233852468e+03 -1.188554720533299405e+04 -1.997880951043688037e+04
-9.934934934934935846e-01 1.622659579808505987e+04 -1.893515595576154738e+04 5.869235136812831115e+03 -1.208622398390582202e+04 -1.997290588860220305e+04
-9.884884884884885814e-01 1.626310249946011754e+04 -1.889475802856893642e+04 5.689158281099628766e+03 -1.228499601894529405e+04 -1.996208409216554355e+04
-9.834834834834835782e-01 1.629944901111850231e+04 -1.885361565830800100e+04 5.508577090618999136e+03 -1.248183198472475851e+04 -1.994634678591106785e+04
-9.784784784784785749e-01 1.633563497505115811e+04 -1.881173046596544009e+04 5.327507573604167192e+03 -1.267670086063481722e+04 -1.992569784502947005e+04
-9.734734734734735717e-01 1.637166003483045097e+04 -1.876910410179480459e+04 5.145965781577746384e+03 -1.286957193607209956e+04 -1.990014235416379233e+04
-9.684684684684685685e-01 1.640752383561369788e+04 -1.872573824525145392e+04 4.963967807928785987e+03 -1.306041481527912038e+04 -1.986968660615737099e+04
-9.634634634634635653e-01 1.644322602414647554e+04 -1.868163460492622835e+04 4.781529786486066769e+03 -1.324919942213441573e+04 -1.983433810050407192e+04
-9.584584584584585620e-01 1.647876624876636197e+04 -1.863679491847837198e+04 4.598667890087946034e+03 -1.343589600489263466e+04 -1.979410554150189273e+04
-9.534534534534535588e-01 1.651414415940628169e+04 -1.859122095256700050e+04 4.415398329148619268e+03 -1.362047514087320815e+04 -1.974899883610948746e+04
-9.484484484484485556e-01 1.654935940759778896e+04 -1.854491450278123011e+04 4.231737350221050292e+03 -1.380290774109710401e+04 -1.969902909150639243e+04
-9.434434434434435524e-01 1.658441164647457117e+04 -1.849787739356958991e+04 4.047701234556760028e+03 -1.398316505487121140e+04 -1.964420861235812845e+04
-9.384384384384385491e-01 1.661930053077595949e+04 -1.845011147816819357e+04 3.863306296662548903e+03 -1.416121867431942337e+04 -1.958455089778633192e+04
-9.334334334334335459e-01 1.665402571685049770e+04 -1.840161863852794340e+04 3.678568882854280218e+03 -1.433704053885972826e+04 -1.952007063804493009e+04
-9.284284284284285427e-01 1.668858686265898359e+04 -1.835240078523995908e+04 3.493505369807718580e+03 -1.451060293962617834e+04 -1.945078371090233486e+04
-9.234234234234235394e-01 1.672298362777812144e+04 -1.830245985746065708e+04 3.308132163106834923e+03 -1.468187852383597055e+04 -1.937670717773204160e+04
-9.184184184184184252e-01 1.675721567340366528e+04 -1.825179782283512395e+04 3.122465695789429446e+03 -1.485084029909992569e+04 -1.929785927931114929e+04
-9.134134134134134220e-01 1.679128266235384945e+04 -1.820041667741962374e+04 2.936522426890385304e+03 -1.501746163767646613e+04 -1.921425943132874090e+04
-9.084084084084084187e-01 1.682518425907265555e+04 -1.814831844560296668e+04 2.750318839982596728e+03 -1.518171628066801713e+04 -1.912592821960496076e+04
-9.034034034034034155e-01 1.685892012963314846e+04 -1.809550518002678291e+04 2.563871441715731635e+03 -1.534357834215935509e+04 -1.903288739502190947e+04
-8.983983983983984123e-01 1.689248994174074687e+04 -1.804197896150456654e+04 2.377196760352939236e+03 -1.550302231329707138e+04 -1.893515986816761506e+04
-8.933933933933934091e-01 1.692589336473678122e+04 -1.798774189894007577e+04 2.190311344305690000e+03 -1.566002306630995918e+04 -1.883276970369481205e+04
-8.883883883883884058e-01 1.695913006960135681e+04 -1.793279612924376124e+04 2.003231760666725904e+03 -1.581455585846869326e+04 -1.872574211439478313e+04
-8.833833833833834026e-01 1.699219972895666069e+04 -1.787714381724867053e+04 1.815974593741423405e+03 -1.596659633598524306e+04 -1.861410345498893003e+04
-8.783783783783783994e-01 1.702510201707027591e+04 -1.782078715562525031e+04 1.628556443577635036e+03 -1.611612053785103490e+04 -1.849788121563928507e+04
-8.733733733733733962e-01 1.705783660985845199e+04 -1.776372836479501711e+04 1.440993924494129715e+03 -1.626310489961315216e+04 -1.837710401517927312e+04
-8.683683683683683929e-01 1.709040318488905177e+04 -1.770596969284280931e+04 1.253303663607732005e+03 -1.640752625708779669e+04 -1.825180159406634630e+04
-8.633633633633633897e-01 1.712280142138513111e+04 -1.764751341542866430e+04 1.065502299359395693e+03 -1.654936185001126069e+04 -1.812200480705901282e+04
-8.583583583583583865e-01 1.715503100022768922e+04 -1.758836183569768764e+04 8.776064800391923200e+02 -1.668858932562643167e+04 -1.798774561561865630e+04
-8.533533533533533832e-01 1.718709160395893559e+04 -1.752851728418947459e+04 6.896328623104845974e+02 -1.682518674220567118e+04 -1.784905708003940890e+04
-8.483483483483483800e-01 1.721898291678556780e+04 -1.746798211874644039e+04 5.015981097333457228e+02 -1.695913257250886454e+04 -1.770597335130748252e+04
-8.433433433433433768e-01 1.725070462458171824e+04 -1.740675872442073160e+04 3.135188912873524600e+02 -1.709040570717589435e+04 -1.755852966269156241e+04
-8.383383383383383736e-01 1.728225641489215195e+04 -1.734484951338038809e+04 1.254118798939127117e+02 -1.721898545805344838e+04 -1.740676232106699172e+04
-8.333333333333333703e-01 1.731363797693523520e+04 -1.728225692481418082e+04 -6.270624906176752944e+01 -1.734485156145536894e+04 -1.725070869797538398e+04
-8.283283283283283671e-01 1.734484900160634061e+04 -1.721898342483585293e+04 -2.508188192089262429e+02 -1.746798418135639804e+04 -1.709040722042250491e+04
-8.233233233233233639e-01 1.737588918148037556e+04 -1.715503150638645820e+04 -4.389091546695813122e+02 -1.758836391251779787e+04 -1.692589736141540197e+04
-8.183183183183183607e-01 1.740675821081500180e+04 -1.709040368913629936e+04 -6.269605815368196318e+02 -1.770597178354569769e+04 -1.675721963024266006e+04
-8.133133133133133574e-01 1.743745578555382599e+04 -1.702510251938584770e+04 -8.149564293529133465e+02 -1.782078925988112314e+04 -1.658441556249949645e+04
-8.083083083083083542e-01 1.746798160332908446e+04 -1.695913056996513842e+04 -1.002880032587123424e+03 -1.793279824672063478e+04 -1.640752770985963434e+04
-8.033033033033033510e-01 1.749833536346503024e+04 -1.689249044013277307e+04 -1.190714732113086939e+03 -1.804198109186847068e+04 -1.622659962959766926e+04
-7.982982982982983478e-01 1.752851676698060328e+04 -1.682518475547321941e+04 -1.378443876685609666e+03 -1.814832058851807597e+04 -1.604167587386312880e+04
-7.932932932932933445e-01 1.755852551659250457e+04 -1.675721616779352553e+04 -1.566050824416780870e+03 -1.825179997796404859e+04 -1.585280197871000018e+04
-7.882882882882882303e-01 1.758836131671791736e+04 -1.668858735501860428e+04 -1.753518944251234416e+03 -1.835240295224299189e+04 -1.566002445288361378e+04
-7.832832832832832270e-01 1.761802387347746844e+04 -1.661930102108579376e+04 -1.940831617440463788e+03 -1.845011365670364466e+04 -1.546339076636826940e+04
-7.782782782782782238e-01 1.764751289469838230e+04 -1.654935989583857736e+04 -2.127972239016078220e+03 -1.854491669250581617e+04 -1.526294933869838133e+04
-7.732732732732732206e-01 1.767682808991706406e+04 -1.647876673491871043e+04 -2.314924219261768485e+03 -1.863679711904681244e+04 -1.505874952703522831e+04
-7.682682682682682174e-01 1.770596917038216634e+04 -1.640752431965789947e+04 -2.501670985183988705e+03 -1.872574045631629997e+04 -1.485084161401336314e+04
-7.632632632632632141e-01 1.773493584905733223e+04 -1.633563545696807523e+04 -2.688195981981110890e+03 -1.881173268717815881e+04 -1.463927679535876814e+04
-7.582582582582582109e-01 1.776372784062408755e+04 -1.626310297923090366e+04 -2.874482674510991274e+03 -1.889476025957962702e+04 -1.442410716728239277e+04
-7.532532532532532077e-01 1.779234486148460928e+04 -1.618992974418611266e+04 -3.060514548756777913e+03 -1.897481008868696517e+04 -1.420538571365179996e+04
-7.482482482482482045e-01 1.782078662976443957e+04 -1.611611863481886576e+04 -3.246275113290840181e+03 -1.905186955894753919e+04 -1.398316629294423183e+04
-7.432432432432432012e-01 1.784905286531543970e+04 -1.604167255924628989e+04 -3.431747900736733754e+03 -1.912592652607812488e+04 -1.375750362498453796e+04
-7.382382382382381980e-01 1.787714328971851137e+04 -1.596659445060290454e+04 -3.616916469229007816e+03 -1.919696931897882314e+04 -1.352845327747078954e+04
-7.332332332332331948e-01 1.790505762628618686e+04 -1.589088726692490127e+04 -3.801764403870719889e+03 -1.926498674157217101e+04 -1.329607165229104794e+04
-7.282282282282281916e-01 1.793279560006536485e+04 -1.581455399103361015e+04 -3.986275318188582332e+03 -1.932996807456760871e+04 -1.306041597163483857e+04
-7.232232232232231883e-01 1.796035693783998431e+04 -1.573759763041794940e+04 -4.170432855585601828e+03 -1.939190307715080780e+04 -1.282154426390260778e+04
-7.182182182182181851e-01 1.798774136813404402e+04 -1.566002121711622385e+04 -4.354220690791123161e+03 -1.945078198859788972e+04 -1.257951534941692444e+04
-7.132132132132131819e-01 1.801494862121404003e+04 -1.558182780759645721e+04 -4.537622531307996724e+03 -1.950659552981343950e+04 -1.233438882593823291e+04
-7.082082082082081786e-01 1.804197842909162864e+04 -1.550302048263596043e+04 -4.720622118856878842e+03 -1.955933490479289321e+04 -1.208622505398938301e+04
-7.032032032032031754e-01 1.806883052552622030e+04 -1.542360234719993423e+04 -4.903203230817495751e+03 -1.960899180200866613e+04 -1.183508514199228375e+04
-6.981981981981981722e-01 1.809550464602784268e+04 -1.534357653031932750e+04 -5.085349681666805736e+03 -1.965555839572029072e+04 -1.158103093122057362e+04
-6.931931931931931690e-01 1.812200052785941079e+04 -1.526294618496726616e+04 -5.267045324413741582e+03 -1.969902734720736771e+04 -1.132412498057147786e+04
-6.881881881881881657e-01 1.814831791003947728e+04 -1.518171448793496347e+04 -5.448274052030649727e+03 -1.973939180592628327e+04 -1.106443055116124378e+04
-6.831831831831831625e-01 1.817445653334484450e+04 -1.509988463970661905e+04 -5.629019798881173301e+03 -1.977664541058989562e+04 -1.080201159074763200e+04
-6.781781781781781593e-01 1.820041614031294375e+04 -1.501745986433314465e+04 -5.809266542144388040e+03 -1.981078229016984915e+04 -1.053693271798314527e+04
-6.731731731731731561e-01 1.822619647524458196e+04 -1.493444340930532417e+04 -5.988998303235262028e+03 -1.984179706482205438e+04 -1.026925920650331136e+04
-6.681681681681681528e-01 1.825179728420645915e+04 -1.485083854542586050e+04 -6.168199149221133666e+03 -1.986968484673451530e+04 -9.999056968853554281e+03
-6.631631631631630386e-01 1.827721831503354406e+04 -1.476664856668040920e+04 -6.346853194234107832e+03 -1.989444124089752222e+04 -9.726392540258666486e+03
-6.581581581581580354e-01 1.830245931733148973e+04 -1.468187679010774627e+04 -6.524944600879275640e+03 -1.991606234579620650e+04 -9.451333062238980347e+03
-6.531531531531530321e-01 1.832752004247933655e+04 -1.459652655566925750e+04 -6.702457581638766897e+03 -1.993454475402564276e+04 -9.173946266077406108e+03
-6.481481481481480289e-01 1.835240024363173870e+04 -1.451060122611717452e+04 -6.879376400271200509e+03 -1.994988555282762172e+04 -8.894300456141018003e+03
