z psi1 psi2 psi3 psi4 psi5
-6.431431431431430257e-01 1.837709967572139431e+04 -1.442410418686209050e+04 -7.055685373206686563e+03 -1.996208232454970130e+04 -8.612464493061630492e+03
-6.381381381381380224e-01 1.840161809546181757e+04 -1.433703884583983745e+04 -7.231368870937268184e+03 -1.997113314702654679e+04 -8.328507776779559208e+03
-6.331331331331330192e-01 1.842595526134924512e+04 -1.424940863337686824e+04 -7.406411319402282061e+03 -1.997703659388240339e+04 -8.042500229454205510e+03
-6.281281281281280160e-01 1.845011093366530258e+04 -1.416121700205528396e+04 -7.580797201369074173e+03 -1.997979173475614880e+04 -7.754512278246373171e+03
-6.231231231231230128e-01 1.847408487447941297e+04 -1.407246742657687173e+04 -7.754511057808603255e+03 -1.997939813544799108e+04 -7.464614837976159833e+03
-6.181181181181180095e-01 1.849787684765099766e+04 -1.398316340362607662e+04 -7.927537489265796466e+03 -1.997585585798771717e+04 -7.172879293660645089e+03
-6.131131131131130063e-01 1.852148661883169916e+04 -1.389330845173217858e+04 -8.099861157224651834e+03 -1.996916546062484485e+04 -6.879377482935865373e+03
-6.081081081081080031e-01 1.854491395546809872e+04 -1.380290611113094565e+04 -8.271466785468137459e+03 -1.995932799774104569e+04 -6.584181678367477616e+03
-6.031031031031029999e-01 1.856815862680380087e+04 -1.371195994362500642e+04 -8.442339161432317269e+03 -1.994634501968376571e+04 -6.287364569654130719e+03
-5.980980980980979966e-01 1.859122040388131063e+04 -1.362047353244322221e+04 -8.612463137554757850e+03 -1.993021857252150585e+04 -5.988999245728044116e+03
-5.930930930930929934e-01 1.861409905954464193e+04 -1.352845048209978631e+04 -8.781823632617479234e+03 -1.991095119772169710e+04 -5.689159176757544628e+03
-5.880880880880879902e-01 1.863679436844182055e+04 -1.343589441825236645e+04 -8.950405633083997600e+03 -1.988854593175047921e+04 -5.387918196055680710e+03
-5.830830830830829870e-01 1.865930610702656850e+04 -1.334280898755891394e+04 -9.118194194430021525e+03 -1.986300630559362980e+04 -5.085350481899180522e+03
-5.780780780780779837e-01 1.868163405356070871e+04 -1.324919785753409269e+04 -9.285174442468345660e+03 -1.983433634420024100e+04 -4.781530539262676029e+03
-5.730730730730729805e-01 1.870377798811648972e+04 -1.315506471640489872e+04 -9.451331574667477980e+03 -1.980254056584860882e+04 -4.476533181472462275e+03
-5.680680680680679773e-01 1.872573769257880849e+04 -1.306041327296539930e+04 -9.616650861463915135e+03 -1.976762398143420432e+04 -4.170433511784313851e+03
-5.630630630630629740e-01 1.874751295064699661e+04 -1.296524725643032434e+04 -9.781117647567692984e+03 -1.972959209367959920e+04 -3.863306904889785073e+03
-5.580580580580579708e-01 1.876910354783714138e+04 -1.286957041628829029e+04 -9.944717353261659810e+03 -1.968845089626745903e+04 -3.555228988355821457e+03
-5.530530530530529676e-01 1.879050927148429037e+04 -1.277338652215414186e+04 -1.010743547569398652e+04 -1.964420687289603666e+04 -3.246275624002075347e+03
-5.480480480480479644e-01 1.881172991074448510e+04 -1.267669936362036970e+04 -1.026925759016379743e+04 -1.959686699625735855e+04 -2.936522889220504112e+03
-5.430430430430429611e-01 1.883276525659685649e+04 -1.257951275010782410e+04 -1.043016935139990164e+04 -1.954643872693829690e+04 -2.626047058241888408e+03
-5.380380380380379579e-01 1.885361510184564759e+04 -1.248183051071561022e+04 -1.059015649483245761e+04 -1.949293001224482941e+04 -2.314924583353895741e+03
-5.330330330330328437e-01 1.887427924112217443e+04 -1.238365649407015553e+04 -1.074920483785746910e+04 -1.943634928494947599e+04 -2.003232076075272516e+03
-5.280280280280278404e-01 1.889475747088708158e+04 -1.228499456817373721e+04 -1.090730028109416344e+04 -1.937670546196254872e+04 -1.691046288290880284e+03
-5.230230230230228372e-01 1.891504958943214660e+04 -1.218584862025195071e+04 -1.106442880963478274e+04 -1.931400794292668797e+04 -1.378444093352106165e+03
-5.180180180180178340e-01 1.893515539688226636e+04 -1.208622255660057090e+04 -1.122057649428698278e+04 -1.924826660873553192e+04 -1.065502467147396601e+03
-5.130130130130128308e-01 1.895507469519754522e+04 -1.198612030243168374e+04 -1.137572949280868306e+04 -1.917949181997660344e+04 -7.522984691475411410e+02
-5.080080080080078275e-01 1.897480728817515046e+04 -1.188554580171902853e+04 -1.152987405113512978e+04 -1.910769441529846881e+04 -4.389092234303695932e+02
-5.030030030030028243e-01 1.899435298145122579e+04 -1.178450301704253980e+04 -1.168299650459813347e+04 -1.903288570970254295e+04 -1.254118996895339819e+02
-4.979979979979978211e-01 1.901371158250296139e+04 -1.168299592943237440e+04 -1.183508327913753965e+04 -1.895507749276009417e+04 1.881163057679272299e+02
-4.929929929929928178e-01 1.903288290065034016e+04 -1.158102853821192184e+04 -1.198612089250443933e+04 -1.887428202675405191e+04 5.015981890305910724e+02
-4.879879879879878146e-01 1.905186674705801488e+04 -1.147860486084026525e+04 -1.213609595545635057e+04 -1.879051204474656697e+04 8.149565575935184825e+02
-4.829829829829828114e-01 1.907066293473733094e+04 -1.137572893275396927e+04 -1.228499517294425823e+04 -1.870378074857243337e+04 1.128114249366320337e+03
-4.779779779779778082e-01 1.908927127854797800e+04 -1.127240480720800042e+04 -1.243280534529107717e+04 -1.861410180675838637e+04 1.440994151673723081e+03
-4.729729729729728049e-01 1.910769159519983441e+04 -1.116863655511601246e+04 -1.257951336936180633e+04 -1.852148935236900434e+04 1.753519220243970267e+03
-4.679679679679678017e-01 1.912592370325485172e+04 -1.106442826489002255e+04 -1.272510623972512258e+04 -1.842595798077944710e+04 2.065612498180388684e+03
-4.629629629629627985e-01 1.914396742312889546e+04 -1.095978404227935607e+04 -1.286957104980635813e+04 -1.832752274737535117e+04 2.377197134911437388e+03
-4.579579579579577953e-01 1.916182257709333498e+04 -1.085470801020877479e+04 -1.301289499303151388e+04 -1.822619916517999445e+04 2.688196405114557365e+03
-4.529529529529527920e-01 1.917948898927700429e+04 -1.074920430861616478e+04 -1.315506536396268348e+04 -1.812200320240966903e+04 2.998533727609208199e+03
-4.479479479479477888e-01 1.919696648566763179e+04 -1.064327709428924027e+04 -1.329606955942416789e+04 -1.801495127995689472e+04 3.308132684214362598e+03
-4.429429429429427856e-01 1.921425489411397575e+04 -1.053693054070201288e+04 -1.343589507962001335e+04 -1.790506026880293211e+04 3.616917038565954954e+03
-4.379379379379377268e-01 1.923135404432706491e+04 -1.043016883785012215e+04 -1.357452952924179044e+04 -1.779234748735856192e+04 3.924810754889428154e+03
-4.329329329329327236e-01 1.924826376788203561e+04 -1.032299619208580953e+04 -1.371196061856751658e+04 -1.767683069873490240e+04 4.231738016722977591e+03
-4.279279279279277204e-01 1.926498389822011450e+04 -1.021541682595238490e+04 -1.384817616455134157e+04 -1.755852810794431934e+04 4.537623245586842131e+03
-4.229229229229227172e-01 1.928151427065001553e+04 -1.010743497801773083e+04 -1.398316409190342165e+04 -1.743745835903115949e+04 4.842391119593879921e+03
-4.179179179179177139e-01 1.929785472234943154e+04 -9.999054902707221117e+03 -1.411691243416023826e+04 -1.731364053213338775e+04 5.145966591996968418e+03
-4.129129129129127107e-01 1.931400509236678045e+04 -9.890280870136188241e+03 -1.424940933474553094e+04 -1.718709414047579412e+04 5.448274909668726650e+03
-4.079079079079077075e-01 1.932996522162263500e+04 -9.781117165941599524e+03 -1.438064304802124207e+04 -1.705783912729458461e+04 5.749241631508854880e+03
-4.029029029029027043e-01 1.934573495291155268e+04 -9.671568091113334958e+03 -1.451060194032894651e+04 -1.692589586269469874e+04 6.048792646774751120e+03
-3.978978978978977010e-01 1.936131413090338538e+04 -9.561637961824619197e+03 -1.463927449102098581e+04 -1.679128514043931500e+04 6.346854193330652379e+03
-3.928928928928926978e-01 1.937670260214505834e+04 -9.451331109262077007e+03 -1.476664929348190890e+04 -1.665402817467302521e+04 6.643352875811057856e+03
-3.878878878878876946e-01 1.939190021506194535e+04 -9.340651879455039307e+03 -1.489271505613960653e+04 -1.651414659657850643e+04 6.938215683693746541e+03
-3.828828828828826913e-01 1.940690681995934210e+04 -9.229604633104268942e+03 -1.501746060346621562e+04 -1.637166245096746025e+04 7.231370009278042744e+03
-3.778778778778776326e-01 1.942172226902391776e+04 -9.118193745410186239e+03 -1.514087487696884273e+04 -1.622659819280643751e+04 7.522743665563905779e+03
-3.728728728728726294e-01 1.943634641632514467e+04 -9.006423605900430630e+03 -1.526294693616982113e+04 -1.607897668367797087e+04 7.812264904027386365e+03
-3.678678678678676262e-01 1.945077911781682633e+04 -8.894298618256994814e+03 -1.538366595957667050e+04 -1.592882118817780247e+04 8.099862432288224227e+03
-3.628628628628630670e-01 1.946502023133842886e+04 -8.781823200142654969e+03 -1.550302124564130827e+04 -1.577615537024834339e+04 8.385465431664966673e+03
-3.578578578578580638e-01 1.947906961661637979e+04 -8.669001783026891644e+03 -1.562100221370866711e+04 -1.562100328944929242e+04 8.669003574613523597e+03
-3.528528528528530606e-01 1.949292713526590524e+04 -8.555838812011486880e+03 -1.573759840495499702e+04 -1.546338939716626737e+04 8.950407042044947957e+03
-3.478478478478480018e-01 1.950659265079209945e+04 -8.442338745655260936e+03 -1.585279948331480045e+04 -1.530333853275714682e+04 9.229606540517746907e+03
-3.428428428428429986e-01 1.952006602859103441e+04 -8.328506055798306988e+03 -1.596659523639691724e+04 -1.514087591963728119e+04 9.506533319300733638e+03
-3.378378378378379954e-01 1.953334713595152425e+04 -8.214345227385987528e+03 -1.607897557639018851e+04 -1.497602716130472982e+04 9.781119187302581850e+03
-3.328328328328329921e-01 1.954643584205621664e+04 -8.099860758292139508e+03 -1.618993054095754815e+04 -1.480881823730507858e+04 1.005329652986325891e+04
-3.278278278278279889e-01 1.955933201798293521e+04 -7.985057159141880220e+03 -1.629945029411921860e+04 -1.463927549913718576e+04 1.032299832540362695e+04
-3.228228228228229857e-01 1.957203553670578549e+04 -7.869938953133831092e+03 -1.640752512712452153e+04 -1.446742566610018002e+04 1.059015816192893908e+04
-3.178178178178179825e-01 1.958454627309668649e+04 -7.754510675862006792e+03 -1.651414545931276007e+04 -1.429329582108280192e+04 1.085471025338238542e+04
-3.128128128128129792e-01 1.959686410392619291e+04 -7.638776875136977651e+03 -1.661930183896221206e+04 -1.411691340629493607e+04 1.111658945584423236e+04
-3.078078078078079760e-01 1.960898890786496850e+04 -7.522742110806754681e+03 -1.672298494412818764e+04 -1.393830621894301657e+04 1.137573128357310634e+04
-3.028028028028029728e-01 1.962092056548509936e+04 -7.406410954577215307e+03 -1.682518558346955615e+04 -1.375750240684938217e+04 1.163207192488521650e+04
-2.977977977977979696e-01 1.963265895926113808e+04 -7.289787989831900632e+03 -1.692589469706338787e+04 -1.357453046401617030e+04 1.188554825786738547e+04
-2.927927927927929663e-01 1.964420397357136244e+04 -7.172877811451495290e+03 -1.702510335720821240e+04 -1.338941922613486895e+04 1.213609786592042474e+04
-2.877877877877879631e-01 1.965555549469857942e+04 -7.055685025632647012e+03 -1.712280276921514815e+04 -1.320219786604166620e+04 1.238365905312853101e+04
-2.827827827827829044e-01 1.966671341083149309e+04 -6.938214249706590635e+03 -1.721898427218774668e+04 -1.301289588912009094e+04 1.262817085945155486e+04
-2.777777777777779011e-01 1.967767761206595242e+04 -6.820470111957271001e+03 -1.731363933978990462e+04 -1.282154312865118663e+04 1.286957307573607613e+04
-2.727727727727728979e-01 1.968844799040580983e+04 -6.702457251438915591e+03 -1.740675958100152639e+04 -1.262816974111174750e+04 1.310780625854128266e+04
-2.677677677677678947e-01 1.969902443976424183e+04 -6.584180317793351605e+03 -1.749833674086255633e+04 -1.243280620142192492e+04 1.334281174477661989e+04
-2.627627627627628915e-01 1.970940685596432377e+04 -6.465643971066637278e+03 -1.758836270120440167e+04 -1.223548329814219323e+04 1.357453166614683505e+04
-2.577577577577578882e-01 1.971959513674043774e+04 -6.346852881525603152e+03 -1.767682948136989944e+04 -1.203623212862145192e+04 1.380290896340185282e+04
-2.527527527527528850e-01 1.972958918173928032e+04 -6.227811729473842206e+03 -1.776372923892081963e+04 -1.183508409409617889e+04 1.402788740038715696e+04
-2.477477477477478818e-01 1.973938889252045919e+04 -6.108525205067178831e+03 -1.784905427033271553e+04 -1.163207089474148961e+04 1.424941157789127101e+04
-2.427427427427428785e-01 1.974899417255794469e+04 -5.988998008129028676e+03 -1.793279701167824169e+04 -1.142722452467557559e+04 1.446742694728768583e+04
-2.377377377377378476e-01 1.975840492724071373e+04 -5.869234847965144581e+03 -1.801495003929745144e+04 -1.122057726691739845e+04 1.468187982396686675e+04
-2.327327327327328443e-01 1.976762106387400127e+04 -5.749240443178161513e+03 -1.809550607045614379e+04 -1.101216168829917297e+04 1.489271740055587725e+04
-2.277277277277278411e-01 1.977664249168003516e+04 -5.629019521481631273e+03 -1.817445796399133178e+04 -1.080201063433385571e+04 1.509988775992165210e+04
-2.227227227227228379e-01 1.978546912179863648e+04 -5.508576819513670671e+03 -1.825179872094401071e+04 -1.059015722403866675e+04 1.530333988795502046e+04
-2.177177177177178347e-01 1.979410086728830720e+04 -5.387917082650400516e+03 -1.832752148517980459e+04 -1.037663484471575612e+04 1.550302368613263934e+04
-2.127127127127128314e-01 1.980253764312748172e+04 -5.267045064819095387e+03 -1.840161954399710885e+04 -1.016147714669071138e+04 1.569888998385370178e+04
-2.077077077077078282e-01 1.981077936621498156e+04 -5.145965528310769514e+03 -1.847408632872181261e+04 -9.944718038009192242e+03 1.589089055054752862e+04
-2.027027027027027972e-01 1.981882595537064117e+04 -5.024683243592496183e+03 -1.854491541528942980e+04 -9.726391679093036146e+03 1.607897810754981583e+04
-1.976976976976977940e-01 1.982667733133663933e+04 -4.903202989119594349e+03 -1.861410052481506864e+04 -9.506532477356993695e+03 1.626310633974507618e+04
-1.926926926926927908e-01 1.983433341677790304e+04 -4.781529551147258644e+03 -1.868163552414968217e+04 -9.285175081786041119e+03 1.644322990697103887e+04
-1.876876876876877875e-01 1.984179413628275142e+04 -4.659667723541962005e+03 -1.874751442642368056e+04 -9.062354377474792273e+03 1.661930445518328270e+04
-1.826826826826827843e-01 1.984905941636380521e+04 -4.537622307592614561e+03 -1.881173139157777769e+04 -8.838105480129803254e+03 1.679128662737715058e+04
-1.776776776776777811e-01 1.985612918545893626e+04 -4.415398111821457860e+03 -1.887428072688096290e+04 -8.612463730535595460e+03 1.695913407426432241e+04
-1.726726726726727501e-01 1.986300337393172595e+04 -4.292999951794543449e+03 -1.893515688743485225e+04 -8.385464688984940949e+03 1.712280546470075205e+04
-1.676676676676677469e-01 1.986968191407228369e+04 -4.170432649932037748e+03 -1.899435447666542677e+04 -8.157144129674769829e+03 1.728226049586428053e+04
-1.626626626626627437e-01 1.987616474009775993e+04 -4.047701035318186314e+03 -1.905186824680126301e+04 -7.927538035068211684e+03 1.743745990317875840e+04
-1.576576576576577404e-01 1.988245178815312465e+04 -3.924809943511079382e+03 -1.910769309933883414e+04 -7.696682590223966145e+03 1.758836546998276026e+04
-1.526526526526527372e-01 1.988854299631158938e+04 -3.801764216352089079e+03 -1.916182408549432512e+04 -7.464614177093579201e+03 1.773494003693997001e+04
-1.476476476476477340e-01 1.989443830457550575e+04 -3.678568701775164755e+03 -1.921425640664259481e+04 -7.231369368787894928e+03 1.787714751118960703e+04
-1.426426426426427030e-01 1.990013765487660930e+04 -3.555228253615751328e+03 -1.926498541474221929e+04 -6.996984923813140995e+03 1.801495287523373918e+04
-1.376376376376376998e-01 1.990564099107700531e+04 -3.431747731419646243e+03 -1.931400661274797676e+04 -6.761497780278095888e+03 1.814832219556043128e+04
-1.326326326326326965e-01 1.991094825896932525e+04 -3.308132000251445788e+03 -1.936131565500905708e+04 -6.524945050072614322e+03 1.827722263099925840e+04
-1.276276276276276933e-01 1.991605940627758537e+04 -3.184385930502932297e+03 -1.940690834765465843e+04 -6.287364013019061531e+03 1.840162244080847449e+04
-1.226226226226226901e-01 1.992097438265770688e+04 -3.060514397701178041e+03 -1.945078064896576325e+04 -6.048792110997144846e+03 1.852149099249094434e+04
-1.176176176176176730e-01 1.992569313969781069e+04 -2.936522282316419933e+03 -1.949292866973322452e+04 -5.809266942043152994e+03 1.863679876933695778e+04
-1.126126126126126697e-01 1.993021563091863936e+04 -2.812414469569762332e+03 -1.953334867360248245e+04 -5.568826254424621766e+03 1.874751737769247484e+04
-1.076076076076076665e-01 1.993454181177409191e+04 -2.688195849240717962e+03 -1.957203707740487880e+04 -5.327507940691390104e+03 1.885361955395087352e+04
-1.026026026026026494e-01 1.993867163965175132e+04 -2.563871315474566472e+03 -1.960899045147537254e+04 -5.085350031703889726e+03 1.895507917126654138e+04
-9.759759759759764619e-02 1.994260507387328471e+04 -2.439445766589520190e+03 -1.964420551995655478e+04 -4.842390690639618697e+03 1.905187124598832816e+04
-9.259259259259264296e-02 1.994634207569486171e+04 -2.314924104883737527e+03 -1.967767916108907593e+04 -4.598668206978777562e+03 1.914397194381164081e+04
-8.758758758758763974e-02 1.994988260830750005e+04 -2.190311236442170866e+03 -1.970940840748832852e+04 -4.354220990469973913e+03 1.923135858564740920e+04
-8.258258258258262263e-02 1.995322663683736027e+04 -2.065612070943260278e+03 -1.973939044640745124e+04 -4.109087565076976716e+03 1.931400965320656178e+04
-7.757757757757761941e-02 1.995637412834617862e+04 -1.940831521465507194e+03 -1.976762261998678150e+04 -3.863306562907514035e+03 1.939190479429886545e+04
-7.257257257257261618e-02 1.995932505183145986e+04 -1.815974504293884820e+03 -1.979410242548928727e+04 -3.616916718124955878e+03 1.946502482784431049e+04
-6.756756756756759907e-02 1.996207937822681924e+04 -1.691045938726148052e+03 -1.981882751552252012e+04 -3.369956860843972663e+03 1.953335174859638209e+04
-6.256256256256259585e-02 1.996463708040254642e+04 -1.566050746879036978e+03 -1.984179569824694045e+04 -3.122465911011106527e+03 1.959686873157595255e+04
-5.755755755755758568e-02 1.996699813316560540e+04 -1.440993853494327595e+03 -1.986300493757000004e+04 -2.874482872271081760e+03 1.965556013621407328e+04
-5.255255255255258245e-02 1.996916251325991107e+04 -1.315880185744798382e+03 -1.988245335332660761e+04 -2.626046825819983496e+03 1.970941151020336110e+04
-4.754754754754757229e-02 1.997113019936645651e+04 -1.190714673040100479e+03 -1.990013922144577373e+04 -2.377196924246194612e+03 1.975840959305666911e+04
-4.254254254254256212e-02 1.997290117210382959e+04 -1.065502246832556466e+03 -1.991606097410368966e+04 -2.127972385360133103e+03 1.980254231937266013e+04
-3.753753753753755890e-02 1.997447541402815114e+04 -9.402478404228534146e+02 -1.993021719986248718e+04 -1.878412486013646230e+03 1.984179882180660206e+04
-3.253253253253254873e-02 1.997585290963323132e+04 -8.149563887656696579e+02 -1.994260664379534501e+04 -1.628556555910120323e+03 1.987616943374634138e+04
-2.752752752752754203e-02 1.997703364535082801e+04 -6.896328282752481300e+02 -1.995322820759784736e+04 -1.378443971406281889e+03 1.990564569169271272e+04
-2.252252252252253534e-02 1.997801760955085774e+04 -5.642820966309058122e+02 -1.996208094968540536e+04 -1.128114149306635909e+03 1.993022033734373690e+04
-1.751751751751752517e-02 1.997880479254135207e+04 -4.389091325824875298e+02 -1.996916408527658859e+04 -8.776065406515141376e+02 1.994988731938171986e+04
-1.251251251251251848e-02 1.997939518656867949e+04 -3.135188757557822328e+02 -1.997447698646279605e+04 -6.269606244997423801e+02 1.996464179496348515e+04
-7.507507507507511779e-03 1.997978878581761455e+04 -1.881162664579069883e+02 -1.997801918226394628e+04 -3.762159017068933622e+02 1.997448013091289249e+04
-2.502502502502503782e-03 1.997998558641118871e+04 -6.270624548265646325e+01 -1.997979035866999402e+04 -1.254118887000888520e+02 1.997939990461524576e+04
2.502502502502503782e-03 1.997998558641092313e+04 6.270624608415825207e+01 -1.997979035866896447e+04 1.254118887496328796e+02 1.997939990461405614e+04
7.507507507507511779e-03 1.997978878581685785e+04 1.881162670593849668e+02 -1.997801918226091220e+04 3.762159017564294459e+02 1.997448013090937457e+04
1.251251251251251848e-02 1.997939518656731889e+04 3.135188763572117523e+02 -1.997447698645762648e+04 6.269606245492608423e+02 1.996464179495752251e+04
1.751751751751752517e-02 1.997880479253925296e+04 4.389091331838425276e+02 -1.996916408526915984e+04 8.776065407010023591e+02 1.994988731937318153e+04
2.252252252252253534e-02 1.997801760954786369e+04 5.642820972321593445e+02 -1.996208094967556099e+04 1.128114149356079906e+03 1.993022033733246280e+04
2.752752752752754203e-02 1.997703364534694992e+04 6.896328288763772889e+02 -1.995322820758560192e+04 1.378443971455675182e+03 1.990564569167872469e+04
3.253253253253254873e-02 1.997585290962873842e+04 8.149563893666600052e+02 -1.994260664378096044e+04 1.628556555959473144e+03 1.987616943372990136e+04
3.753753753753755890e-02 1.997447541402325078e+04 9.402478410236897162e+02 -1.993021719984617084e+04 1.878412486062968128e+03 1.984179882178792832e+04
4.254254254254256212e-02 1.997290117209867458e+04 1.065502247433222010e+03 -1.991606097408559799e+04 2.127972385409430444e+03 1.980254231935190182e+04
4.754754754754757229e-02 1.997113019936097407e+04 1.190714673640567298e+03 -1.990013922142584488e+04 2.377196924295451481e+03 1.975840959303376803e+04
5.255255255255258245e-02 1.996916251325400663e+04 1.315880186345038055e+03 -1.988245335330474700e+04 2.626046825869183067e+03 1.970941151017823722e+04
5.755755755755758568e-02 1.996699813315932261e+04 1.440993854094318749e+03 -1.986300493754624040e+04 2.874482872320221304e+03 1.965556013618676297e+04
6.256256256256259585e-02 1.996463708039592166e+04 1.566050747478758694e+03 -1.984179569822133271e+04 3.122465911060182862e+03 1.959686873154649220e+04
6.756756756756759907e-02 1.996207937821979431e+04 1.691045939325571680e+03 -1.981882751549499881e+04 3.369956860892967597e+03 1.953335174856473532e+04
7.257257257257261618e-02 1.995932505182373643e+04 1.815974504892961932e+03 -1.979410242545957226e+04 3.616916718173812114e+03 1.946502482781018989e+04
7.757757757757761941e-02 1.995637412833758208e+04 1.940831522064198225e+03 -1.976762261995468725e+04 3.863306562956194739e+03 1.939190479426210368e+04
8.258258258258262263e-02 1.995322663682780694e+04 2.065612071541533624e+03 -1.973939044637290135e+04 4.109087565125455512e+03 1.931400965316708243e+04
8.758758758758763974e-02 1.994988260829694264e+04 2.190311237039997650e+03 -1.970940840745127934e+04 4.354220990518231702e+03 1.923135858560517590e+04
9.259259259259264296e-02 1.994634207568318743e+04 2.314924105481081824e+03 -1.967767916104942196e+04 4.598668207026783421e+03 1.914397194376655534e+04
9.759759759759764619e-02 1.994260507386042082e+04 2.439445767186350167e+03 -1.964420551991422326e+04 4.842390690687348069e+03 1.905187124594032503e+04
1.026026026026026494e-01 1.993867163963770872e+04 2.563871316070860757e+03 -1.960899045143038165e+04 5.085350031751338975e+03 1.895507917121566061e+04
1.076076076076076665e-01 1.993454181175896156e+04 2.688195849836464731e+03 -1.957203707735731587e+04 5.327507940738574689e+03 1.885361955389719878e+04
1.126126126126126697e-01 1.993021563090250493e+04 2.812414470164948398e+03 -1.953334867355243478e+04 5.568826254471555330e+03 1.874751737763610072e+04
1.176176176176176730e-01 1.992569313968067945e+04 2.936522282911023012e+03 -1.949292866968070666e+04 5.809266942089827353e+03 1.863679876927791338e+04
1.226226226226226901e-01 1.992097438263957520e+04 3.060514398295174942e+03 -1.945078064891077156e+04 6.048792111043557270e+03 1.852149099242924422e+04
1.276276276276276933e-01 1.991605940625838048e+04 3.184385931096287550e+03 -1.940690834759713107e+04 6.287364013065181098e+03 1.840162244074407135e+04
1.326326326326326965e-01 1.991094825894883616e+04 3.308132000844102095e+03 -1.936131565494878305e+04 6.524945050118365543e+03 1.827722263093195943e+04
1.376376376376376998e-01 1.990564099105516652e+04 3.431747732011568587e+03 -1.931400661268490876e+04 6.761497780323450570e+03 1.814832219549018919e+04
1.426426426426427030e-01 1.990013765485342083e+04 3.555228254206918336e+03 -1.926498541467636460e+04 6.996984923858090951e+03 1.801495287516056851e+04
1.476476476476477340e-01 1.989443830455098578e+04 3.678568702365553236e+03 -1.921425640657396798e+04 7.231369368832439250e+03 1.787714751111354417e+04
1.526526526526527372e-01 1.988854299628578156e+04 3.801764216941688574e+03 -1.916182408542298435e+04 7.464614177137730621e+03 1.773494003686107681e+04
1.576576576576577404e-01 1.988245178812608719e+04 3.924809944099873974e+03 -1.910769309926483402e+04 7.696682590267734668e+03 1.758836546990110583e+04
1.626626626626627437e-01 1.987616474006958379e+04 4.047701035906171910e+03 -1.905186824672470175e+04 7.927538035111628233e+03 1.743745990309444460e+04
1.676676676676677469e-01 1.986968191404282697e+04 4.170432650519161143e+03 -1.899435447658617704e+04 8.157144129717765281e+03 1.728226049577720187e+04
1.726726726726727501e-01 1.986300337390087952e+04 4.292999952380758259e+03 -1.893515688735280492e+04 8.385464689027468921e+03 1.712280546461083577e+04
1.776776776776777811e-01 1.985612918542665284e+04 4.415398112406732253e+03 -1.887428072679608886e+04 8.612463730577628667e+03 1.695913407417155031e+04
1.826826826826827843e-01 1.984905941633020120e+04 4.537622308176951265e+03 -1.881173139149019335e+04 8.838105480171385352e+03 1.679128662728164272e+04
1.876876876876877875e-01 1.984179413624792869e+04 4.659667724125361019e+03 -1.874751442633348051e+04 9.062354377515961460e+03 1.661930445508514822e+04
1.926926926926927908e-01 1.983433341674189433e+04 4.781529551729705418e+03 -1.868163552405691735e+04 9.285175081826806490e+03 1.644322990687033598e+04
1.976976976976977940e-01 1.982667733129943736e+04 4.903202989701062506e+03 -1.861410052471973177e+04 9.506532477397340699e+03 1.626310633964181579e+04
2.027027027027027972e-01 1.981882595533204221e+04 5.024683244172912055e+03 -1.854491541519134626e+04 9.726391679132862919e+03 1.607897810744386879e+04
2.077077077077078282e-01 1.981077936617495652e+04 5.145965528890105816e+03 -1.847408632862096056e+04 9.944718038048482413e+03 1.589089055043889130e+04
2.127127127127128314e-01 1.980253764308619066e+04 5.267045065397369399e+03 -1.840161954389364473e+04 1.016147714672953953e+04 1.569888998374252515e+04
2.177177177177178347e-01 1.979410086724565917e+04 5.387917083227564945e+03 -1.832752148507365928e+04 1.037663484475406949e+04 1.550302368601888156e+04
2.227227227227228379e-01 1.978546912175477701e+04 5.508576820089743705e+03 -1.825179872083532609e+04 1.059015722407653448e+04 1.530333988783882523e+04
2.277277277277278411e-01 1.977664249163520435e+04 5.629019522056655660e+03 -1.817445796388033705e+04 1.080201063437139783e+04 1.509988775980323226e+04
2.327327327327328443e-01 1.976762106382805723e+04 5.749240443752071769e+03 -1.809550607034271161e+04 1.101216168833630036e+04 1.489271740043514546e+04
2.377377377377378476e-01 1.975840492719350732e+04 5.869234848537876132e+03 -1.801495003918146176e+04 1.122057726695402926e+04 1.468187982384374845e+04
2.427427427427428785e-01 1.974899417250950501e+04 5.988998008700566061e+03 -1.793279701155972725e+04 1.142722452471171709e+04 1.446742694716222832e+04
2.477477477477478818e-01 1.973938889247093539e+04 6.108525205637543877e+03 -1.784905427021181822e+04 1.163207089477722002e+04 1.424941157776360524e+04
2.527527527527528850e-01 1.972958918168869423e+04 6.227811730043023090e+03 -1.776372923879758309e+04 1.183508409413151276e+04 1.402788740025734478e+04
2.577577577577578882e-01 1.971959513668878935e+04 6.346852882093572589e+03 -1.767682948124432005e+04 1.203623212865637288e+04 1.380290896326991424e+04
2.627627627627628915e-01 1.970940685591143483e+04 6.465643971633317960e+03 -1.758836270107633391e+04 1.223548329817659396e+04 1.357453166601269186e+04
2.677677677677678947e-01 1.969902443971004686e+04 6.584180318358699878e+03 -1.749833674073196016e+04 1.243280620145575631e+04 1.334281174464024843e+04
2.727727727727728979e-01 1.968844799035022152e+04 6.702457252002882342e+03 -1.740675958086832907e+04 1.262816974114495497e+04 1.310780625840266475e+04
2.777777777777779011e-01 1.967767761200879613e+04 6.820470112519770737e+03 -1.731363933965397518e+04 1.282154312868365014e+04 1.286957307559513174e+04
